Date,Engine,Ticker,Reason
16-06-2026,E1,WELCORP.NS,RESULT_WITHIN_5D
16-06-2026,E1,MARKSANS.NS,RESULT_WITHIN_5D
16-06-2026,E3,WELCORP.NS,RESULT_WITHIN_5D
16-06-2026,E3,MARKSANS.NS,RESULT_WITHIN_5D
16-06-2026,E5,SUDEEPPHRM.NS,RESULT_WITHIN_5D
