factor,horizon,quintile,sample_count,avg_forward_return,median_forward_return,win_rate,avg_forward_drawdown,drawdown_hit_rate_3pct
realized_volatility_20d,20,2,409,0.006596335814550918,0.013771039668634799,0.6210268948655256,0.026837167973780388,0.2665036674816626
realized_volatility_20d,20,3,410,0.011928052977855817,0.011053579462077523,0.6170731707317073,0.02502922223852559,0.3439024390243902
realized_volatility_20d,20,4,409,0.007331504879965156,0.007728667911904186,0.5794621026894865,0.02742222509480687,0.35207823960880197
realized_volatility_20d,20,5,410,0.028707641606410584,0.032697808940368334,0.7463414634146341,0.026945508116717774,0.36341463414634145
downside_semivariance_20d,1,1,414,0.0006586941953451318,0.0015299219519966378,0.5893719806763285,0.002200194532439232,0.004830917874396135
downside_semivariance_20d,1,2,414,0.00013587761801402539,0.0011134434027729734,0.5555555555555556,0.0025730185017338774,0.0
downside_semivariance_20d,1,3,413,0.0006871332178775032,0.0009606764889540376,0.5641646489104116,0.0027664732648838425,0.007263922518159807
downside_semivariance_20d,1,4,413,0.0009201025978764124,0.0023564558027233673,0.6222760290556901,0.003015629766563239,0.009685230024213076
downside_semivariance_20d,1,5,414,0.0007719527335751494,0.001231901178296635,0.5458937198067633,0.0047982056185910445,0.01932367149758454
downside_semivariance_20d,5,1,414,0.003988212421239621,0.0049937910423126786,0.6183574879227053,0.0074971942732254835,0.04106280193236715
downside_semivariance_20d,5,2,412,0.0010498240486410573,0.0016684648016990211,0.5388349514563107,0.010023039955584638,0.07524271844660194
downside_semivariance_20d,5,3,413,0.002533426887225092,0.003485782065657972,0.5786924939467313,0.010300290144019144,0.11380145278450363
downside_semivariance_20d,5,4,412,0.0018470062276091269,0.004654666090015858,0.587378640776699,0.011237539000633616,0.11407766990291263
downside_semivariance_20d,5,5,413,0.006628866585055918,0.008870381287232831,0.6246973365617433,0.014915106262886552,0.17191283292978207
downside_semivariance_20d,10,1,414,0.009516659697687842,0.012113088822525042,0.6763285024154589,0.010507534421845773,0.0893719806763285
downside_semivariance_20d,10,2,410,0.005235666832086631,0.0064297466961306116,0.6048780487804878,0.015556245388938177,0.17073170731707318
downside_semivariance_20d,10,3,411,0.001982168457864624,0.004136068371686896,0.5790754257907542,0.018198370858484737,0.24574209245742093
downside_semivariance_20d,10,4,412,0.0014513788300696295,0.004408631109156458,0.5703883495145631,0.019501502976904974,0.23058252427184467
