date,index_close,fwd_return_1d,fwd_return_5d,fwd_return_10d,fwd_return_20d,fwd_drawdown_1d,fwd_drawdown_5d,fwd_drawdown_10d,fwd_drawdown_20d,stress_pct_net_new_lows_share,stress_pct_above200_deterioration_20d,stress_pct_market_drawdown_252,stress_pct_downside_semivariance_20d,stress_pct_above50_failure_days,stress_index
2018-01-01,640.5710144927536,-0.006396391504560506,0.014333980400940582,0.01648355709202698,0.0036909600843866297,0.006396391504560506,0.006396391504560506,0.006396391504560506,0.006396391504560506,,,,,,
2018-01-02,636.4736714975845,0.005844627762949806,0.01708454759599709,0.014089482318982105,0.004052424020390966,-0.0,-0.0,-0.0,-0.0,,,,,,
2018-01-03,640.1936231884059,0.0041736316488789615,0.012644800697373615,0.010384916761293495,-0.0005488395389997569,-0.0,-0.0,-0.0,0.0017817898441678803,,,,,,
2018-01-04,642.8655555555555,0.0074057001873479855,0.011062785984582879,0.0018581506700412476,-0.03202215454388435,-0.0,-0.0,-0.0,0.03202215454388435,,,,,,
2018-01-05,647.6264251207729,0.0032835623387881263,0.007224970977259604,-0.0006952925909230467,-0.043106124800547096,-0.0,0.000430632349254112,0.005506768044170274,0.043106124800547096,,,,,,
2018-01-08,649.7529468599034,-0.003702038812819719,0.0021192001181276066,0.00012713862407465193,-0.06281294910660906,0.003702038812819719,0.003702038812819719,0.008761561250407612,0.06281294910660906,,,,,,
2018-01-09,647.3475362318841,0.0014539450245649732,-0.0029447554621632177,0.00785009418590632,-0.05207958945890745,-0.0,0.0029447554621632177,0.0050783225849012625,0.05933055430862599,,,,,,
2018-01-10,648.2887439613528,0.0026048511067076063,-0.002231664977219827,0.0034333421984908963,-0.04033554607169487,-0.0,0.0043923143032006395,0.006522783840355206,0.060696250322025413,,,,,,
2018-01-11,649.9774396135266,0.003581766829067856,-0.009103920589439984,-0.0066028304364037504,-0.04647186029307859,-0.0,0.009103920589439984,0.009103920589439984,0.06313663988246143,,,,,,
2018-01-12,652.3055072463768,-0.0018022289428412108,-0.00786345036749636,-0.010409603277086843,-0.03620210761233744,0.0018022289428412108,0.012640412408636892,0.012640412408636892,0.06648028981468423,,,,,,
2018-01-15,651.1299033816426,-0.008736578236464454,-0.0019878488445467246,-0.01258514898582097,-0.03427636298716086,0.008736578236464454,0.01085775162001934,0.01258514898582097,0.06479483600062996,,,,,,
2018-01-16,645.4412560386473,0.0021701814449821555,0.01082673172545534,-0.009897606151716198,-0.029324759933951006,-0.0,0.002139868512227694,0.009897606151716198,0.05655233163393991,,,,,,
2018-01-17,646.8419806763284,-0.004300716621797096,0.005677677850521645,-0.010821377198840687,-0.040094666307092464,0.004300716621797096,0.004300716621797096,0.012041655020406217,0.05859535053642562,,,,,,
2018-01-18,644.0600966183575,0.0048381178459955265,0.002524069077479929,-0.0338174672644691,-0.04180144808945341,-0.0,-0.0,0.0338174672644691,0.0545291483292204,,,,,,
2018-01-19,647.1761352657004,0.004109268165092939,-0.0025663331428860126,-0.04244034066404401,-0.04772624858791086,-0.0,0.0025663331428860126,0.04244034066404401,0.05908142328684507,,,,,,
2018-01-22,649.8355555555556,0.003991347941165957,-0.010618407931211271,-0.06293208663177918,-0.05180234782606408,-0.0,0.010618407931211271,0.06293208663177918,0.06293208663177918,,,,,,
2018-01-23,652.4292753623188,-0.0029347767977663253,-0.020502364279381236,-0.05946289432380536,-0.05826728875186071,0.0029347767977663253,0.020502364279381236,0.06665738176945613,0.06665738176945613,,,,,,
2018-01-24,650.514541062802,-0.00742303509871145,-0.016405907591214075,-0.043619128874360036,-0.04926562064070683,0.00742303509871145,0.017619296183246536,0.06391016704708097,0.06391016704708097,,,,,,
2018-01-25,645.6857487922706,-0.00026403415609888015,-0.03625003874010757,-0.04013402803854316,-0.03250841448084951,0.00026403415609888015,0.03625003874010757,0.05690957371148253,0.05690957371148253,,,,,,
2018-01-29,645.5152657004832,-0.003996697365819979,-0.039976600796722495,-0.026063818344098877,-0.030397342147281403,0.003996697365819979,0.039976600796722495,0.056660499862649094,0.056660499862649094,,,,,,
2018-01-30,642.9353365384615,-0.006038560373826107,-0.052875128383155445,-0.021967680533729772,-0.025379017733793696,0.006038560373826107,0.052875128383155445,0.052875128383155445,0.052875128383155445,,,,,,
2018-01-31,639.0529326923078,0.0012351510848269687,-0.0397760327576091,-0.01962135825843847,-0.021558494650399607,-0.0,0.047121111687133954,0.047121111687133954,0.047121111687133954,,,,,,
2018-02-01,639.8422596153846,-0.02744839679912081,-0.02766712558887141,-0.0295935318793642,-0.0307684759141732,0.02744839679912081,0.04829660916276013,0.04829660916276013,0.04829660916276013,,,,,,
2018-02-02,622.2796153846155,-0.0041297444198656885,-0.004030079849090873,-0.008263429066948103,-0.010759447119678578,0.0041297444198656885,0.021436613023949946,0.021436613023949946,0.021436613023949946,,,,,,
2018-02-05,619.7097596153847,-0.017378637937129904,0.014492128487878508,-0.00552018652031816,-0.016876852167845846,0.017378637937129904,0.017378637937129904,0.017378637937129904,0.017378637937129904,,,,,,
2018-02-06,608.9400480769231,0.007708302723056226,0.03263291755464448,0.011877195501988735,0.002868319501896144,-0.0,-0.0,-0.0,-0.0,,,,,,
2018-02-07,613.6339423076923,0.013861229908271877,0.02098955575650918,0.0012711944746561787,-0.008972151912157389,-0.0,-0.0,-0.0,0.008972151912157389,,,,,,
2018-02-08,622.1396634615385,-0.0038060338448924202,-0.001981220980170506,-0.0059040199744909705,-0.016223758038003244,0.0038060338448924202,0.0038060338448924202,0.01241790795645159,0.022521210148744975,,,,,,
2018-02-09,619.7717788461539,0.014390610439497076,-0.0042504789875740245,0.00794445660169707,-0.008266677609685025,-0.0,0.0042504789875740245,0.00864477642320749,0.01878667904011233,,,,,,
2018-02-12,628.6906730769231,0.00019224936807771265,-0.01972643694931908,-0.004449494622753014,-0.023622731203545633,-0.0,0.01972643694931908,0.022708596299727435,0.03270662123462975,,,,,,
2018-02-14,628.8115384615385,-0.003654023768892456,-0.02009980671718925,-0.00348795958187309,-0.021190894753611356,0.003654023768892456,0.02009980671718925,0.02289644384094547,0.03289254703132627,,,,,,
2018-02-15,626.5138461538462,-0.008949169887583208,-0.019312990197282387,-0.0019759063585064185,-0.031640749532738766,0.008949169887583208,0.019312990197282387,0.019312990197282387,0.031640749532738766,,,,,,
2018-02-16,620.9070673076923,-0.0060711426606251395,-0.003930586354470411,-0.0012107751477424822,-0.031243741090446364,0.0060711426606251395,0.010457405407272136,0.010457405407272136,0.031243741090446364,,,,,,
2018-02-19,617.1374519230769,-0.0013750676880593948,0.012246991167891297,-0.002516815579748255,-0.025650745398461905,0.0013750676880593948,0.004413055033323565,0.004413055033323565,0.025650745398461905,,,,,,
2018-02-20,616.2888461538462,-0.0001887070935143731,0.015584366346699241,-0.011419704546631992,-0.02309222018475554,0.0001887070935143731,0.003042170535669353,0.011419704546631992,0.024309104374353296,,,,,,
2018-02-21,616.1725480769231,-0.0028540020125795706,0.01695259093649537,-0.008903131763556837,-0.029080297632864016,0.0028540020125795706,0.0028540020125795706,0.011233117222019584,0.029080297632864016,,,,,,
2018-02-22,614.4139903846153,0.006595793944057737,0.017678508704080276,-0.010230341633055695,-0.033383145640105805,-0.0,-0.0,0.010230341633055695,0.033383145640105805,,,,,,
2018-02-23,618.4665384615384,0.010071669196704214,0.0027305438451057373,-0.01038102785934969,-0.03242861318841772,-0.0,-0.0,0.01671588106998234,0.0397169746035968,,,,,,
2018-02-26,624.6955288461538,0.0019173956051052876,-0.014585182150658405,-0.016083360650683387,-0.031159413141610637,-0.0,0.014585182150658405,0.026520445116523628,0.04929218917692957,,,,,,
2018-02-27,625.8933173076923,0.0011582675561951916,-0.02658968746286572,-0.01925892908218374,-0.031171777554311553,-0.0,0.02658968746286572,0.028383418479777767,0.05111158365616253,,,,,,
2018-02-28,626.6182692307692,-0.002142222522299897,-0.025424708025220788,-0.01776489841940121,-0.023570867021747266,0.002142222522299897,0.02771585264614862,0.029507508446275588,0.05220937878278453,,,,,,
2018-03-01,625.2759134615385,-0.008189384701630553,-0.027424034307922396,-0.029723574173439182,-0.014166712241785118,0.008189384701630553,0.027424034307922396,0.029723574173439182,0.05017464150757045,,,,,,
2018-03-05,620.1552884615385,-0.0073708275610250285,-0.013075867475002112,-0.030069373192473492,-0.01044493058149687,0.0073708275610250285,0.01939347019441351,0.030069373192473492,0.04233192925981066,,,,,,
2018-03-06,615.5842307692308,-0.010288147157266003,-0.0015203531273203508,-0.023192300562098422,0.011375345836480033,0.010288147157266003,0.012111917488630608,0.023192300562098422,0.035220707460051015,,,,,,
2018-03-07,609.2510096153845,0.0023564558027233673,0.007531005462203089,-0.011807352110705938,0.023006062121981863,-0.0,0.0018427285943137806,0.013038293284826308,0.025191736596032133,,,,,,
2018-03-08,610.6866826923077,-0.00418931246736387,0.007859638622992993,-0.020358419561158025,0.02353741187050118,0.00418931246736387,0.00418931246736387,0.020358419561158025,0.027483428913214092,,,,,,
2018-03-09,608.1283253588517,0.006442546044093556,-0.002364380723597681,-0.023392113317810548,0.026889466232427717,-0.0,0.002364380723597681,0.023392113317810548,0.023392113317810548,,,,,,
2018-03-12,612.0462200956937,0.004251484900521296,-0.017218654562630165,-0.022278862824726242,0.02222251854379298,-0.0,0.017218654562630165,0.029643678597622625,0.029643678597622625,,,,,,
2018-03-13,614.6483253588517,-0.0013162698551706375,-0.02170494661824751,-0.015322489617512036,0.01933906230567861,0.0013162698551706375,0.02170494661824751,0.03375166878792479,0.03375166878792479,,,,,,
2018-03-14,613.8392822966507,0.0026834011458667373,-0.01919380889329303,-0.012146782494771302,0.024582677219657123,-0.0,0.020415549134980004,0.03247814894115708,0.03247814894115708,,,,,,
