Date,Close,High,Low,Open,Volume,EMA10,EMA21,EMA50,EMA200,ATR14,ADX14,ROC63,RS_score,Volume_ratio
2021-06-21,461.4042053222656,463.5084650588492,441.7007858237445,454.32628586456,211763,461.4042053222656,461.4042053222656,461.4042053222656,461.4042053222656,21.807679235104672,0.0,,,
2021-06-22,478.23822021484375,481.1076495361328,469.6299322509765,469.6299322509765,470030,464.4649353027343,462.9345703125,462.06436276903344,461.57170795801267,21.52711456560634,13.333333333333334,,,
2021-06-23,504.6848449707031,516.2103750376193,474.1254093382997,476.42094708402976,2363057,471.7776461514559,466.7300498268821,463.7357542279225,462.00069439594995,24.26816138343478,24.888888888888893,,,
2021-06-24,493.0635986328125,514.297387010099,489.71593113482055,513.1496036207641,466598,475.6478193298843,469.1240088092394,464.88586577321234,462.30977802019737,24.309933982347268,34.903703703703705,,,
2021-06-25,490.337646484375,514.584299708379,487.324722493344,496.79386214056746,269945,478.31869699433713,471.0525213251608,465.88397482070894,462.5886622835225,24.70321974670564,43.02718136668527,,,
2021-06-28,501.6718444824219,509.3236552657572,494.2113406444066,494.2113406444066,619675,482.5647238103525,473.8360961576391,467.28742068979574,462.9775496685862,23.940924951329187,50.06752867460263,,,
2021-06-29,492.0115051269531,506.8368899782749,489.0942344651831,505.5934239006966,314068,484.2823204133708,475.4884060639403,468.2569926285078,463.26644474777396,23.114489026230867,54.70501118555495,,,
2021-06-30,497.1764831542969,514.5843674847233,490.9593857776227,511.61931362578696,752241,486.6267136389937,477.4600494357909,469.39109029618584,463.6038580652518,23.182554717013502,58.90440458085337,,,
2021-07-01,502.3414611816406,506.9325366300994,497.3677717880221,506.9325366300994,338276,489.48394046492945,479.72199595814084,470.6832617034586,463.9893068524796,21.392354551518704,62.54387885677866,,,
2021-07-02,495.0244140625,508.3194611175068,492.5854105983828,504.3022480349462,259180,490.4912993008513,481.1131248767189,471.6378166979308,464.29811388939527,20.63791401386608,64.00206477419869,,,
2021-07-05,489.0463562011719,503.10657051291616,487.8029485961735,498.3241886639341,254888,490.22858237363687,481.8343277243965,472.32050452158734,464.54436505667667,19.926675067582956,63.575745929918895,,,
2021-07-06,498.611083984375,509.8018683806622,489.09416230400615,492.5852949644297,526858,491.7526735755892,483.3594873843945,473.3515076377751,464.88333738431544,20.037186682503936,63.75797226475889,,,
2021-07-07,492.0115051269531,503.4892224312022,488.75946187260695,502.15013206089753,306039,491.7997338576554,484.1460344518998,474.0832722451939,465.15326940165517,19.329529865982785,63.78279473158051,,,
2021-07-08,489.7159423828125,501.57627371387207,484.9335601329804,496.74602093858994,479142,491.4208626804112,484.65238971834646,474.69631813294365,465.39767410793536,18.971287694637304,62.188330038696606,,,
2021-07-09,489.3333740234375,494.3070342161728,487.32476757339145,492.0593378349753,273032,491.04131928823415,485.077933746082,475.2703203247277,465.63584027624887,17.372751554389843,60.80646063819722,,,
2021-07-12,490.4811096191406,495.45479881190926,481.7293559799266,489.3811675445893,490357,490.9394629847626,485.5691315527237,475.8668218656851,465.8830568866259,16.886443724735553,57.0616005566816,,,
2021-07-13,520.1796264648438,533.4268586051465,491.3897124080769,497.3676894446715,2377762,496.2558563447773,488.7155401810983,477.6045789087894,466.42332126053856,20.361017759571602,58.26818346518847,,,
2021-07-14,522.57080078125,529.7922435164116,511.9539372509188,524.1490100205577,428364,501.04039169686325,491.7932911447484,479.3679601586898,466.9820026488044,20.02465622702777,59.3138886525611,,,
2021-07-15,514.871337890625,523.1926959182639,509.0846661837221,522.4275263202658,313484,503.5551091866381,493.8912953943735,480.7602494815108,467.4585134472305,19.235772694696305,59.16693533361161,,,
