Date,Close,High,Low,Open,Volume,EMA10,EMA21,EMA50,EMA200,ATR14,ADX14,ROC63,RS_score,Volume_ratio
2021-06-21,848.978515625,858.3314822512989,826.8896396679156,838.779828504981,649897,848.978515625,848.978515625,848.978515625,848.978515625,31.441842583383277,0.0,,,
2021-06-22,848.7297973632812,860.072752123989,844.7498217601709,856.689748569502,427455,848.9332941228693,848.9559048739346,848.9687619676778,848.9760408164258,29.29265428744125,13.333333333333336,,,
2021-06-23,853.2073364257812,863.4060247037571,844.7498876098989,855.694821371629,437812,849.7103927233986,849.3423986513752,849.134980573878,849.0181432603,27.87445199496351,24.888888888888893,,,
2021-06-24,852.7098388671875,860.0728185938252,845.7448810234649,855.6948208002116,337562,850.2557465677239,849.6485295800853,849.2751710951843,849.0548765499208,26.06825007168308,34.903703703703705,,,
2021-06-25,859.1773681640625,863.4060929060397,848.9786790804706,855.6948889647872,302991,851.87785958524,850.5147876331741,849.6634925488657,849.1555978595143,24.516138572201225,43.583209876543215,,,
2021-06-28,876.93798828125,881.4652598265459,850.9686676724813,858.6798716180664,414235,856.4342466208781,852.9168967829993,850.7330806168023,849.432039555253,25.313532383116343,51.10544855967079,,,
2021-06-29,858.33154296875,876.5896573979645,851.8142841058827,874.5996695264595,324166,856.7792095932184,853.4091373453402,851.031059532565,849.5205918280242,25.288221955416468,57.62472208504802,,,
2021-06-30,845.5956420898438,861.4160712713397,842.0136879161088,850.8193606854828,351060,854.7458336835139,852.6988195948405,850.8179059073603,849.4815376017737,24.503443475391723,55.28210367379982,,,
2021-07-01,853.6053466796875,857.6847976434553,843.7548821364851,847.1378859085942,138698,854.5384724100909,852.7812311480084,850.9272173101967,849.5225705279221,23.09363974626886,53.25183438405138,,,
2021-07-02,895.2955932617188,905.2455333084808,853.2073590098386,862.3115784444716,1945993,861.9488580194777,856.6461731583457,852.6671536220211,849.9780234904474,26.95291101991865,56.76307909252419,,,
2021-07-05,897.4348754882812,916.3894995712752,891.5146488771582,904.9470682519816,1316486,868.4008611956237,860.3542370065217,854.422750557953,850.450230973013,26.67583630981177,60.21800567251666,,,
2021-07-06,897.3353271484375,913.0064828674424,886.9376882868216,900.4695825840845,730080,873.6616731870444,863.7161542921503,856.1055966987564,850.9167493429178,26.594897412586306,61.582600861954504,,,
2021-07-07,904.3500366210938,907.6335045507424,888.8778319237285,903.0067583342292,283658,879.2413756295987,867.4101435947816,857.9975355192402,851.4484238431982,25.54966744117664,62.76525002613396,,,
2021-07-08,916.6879272460938,943.204540688918,901.4645317368572,910.120991372968,2179864,886.0498395598704,871.8899421085373,860.2991195085285,852.0975731307892,27.708379642627854,65.40189381485918,,,
2021-07-09,901.1593017578124,920.2714964198394,895.8835551950843,917.0861205168362,507064,888.7970145049508,874.5507929857441,861.9014795967357,852.5857495350382,27.265654520244816,66.00876304119303,,,
2021-07-12,895.1369018554688,920.6696050931904,890.9063410182314,905.837732208481,576161,889.949721295954,876.4222574284463,863.2048294892352,853.0091440854903,27.59866912754004,65.03339270614735,,,
2021-07-13,922.5609741210938,932.4157176337796,896.7794724386812,903.7474557186832,842102,895.879039991434,880.6166862186869,865.5325214355826,853.7012020957949,28.889355347642827,65.02982677332147,,,
2021-07-14,913.7515258789062,931.7687164558276,910.1181958135512,926.7418261130728,684507,899.1285828800653,883.628944369616,867.4234627863011,854.2987177553284,27.924177386927308,65.02673629820572,,,
2021-07-15,898.6708374023438,923.705832757326,894.8882296728352,917.0862236636868,439404,899.0453564295703,884.996389190773,868.648850026146,854.7402313836569,28.043300813269106,60.431236758811266,,,
2021-07-16,875.8755493164062,906.8332802452117,873.9842152088868,906.8332802452117,569938,894.8326642271768,884.1672219294669,868.9322499983131,854.9505330546297,28.68406937634321,52.62431654093043,,,0.8469163652666185
2021-07-19,866.0208129882812,874.9796489847117,856.0665507700251,873.8847044431016,759172,889.5941458201048,882.5175483893591,868.8180759979198,855.0606850937705,27.50072659901494,48.43903389497092,,,1.1190288499579317
2021-07-20,857.4600219726562,865.9211433798971,834.1670281491525,865.9211433798971,754030,883.7515778478414,880.2395914423861,868.3726621145761,855.0845590925654,28.081134364363443,47.09749370965423,,,1.0853269845670195
2021-07-22,916.2897338867188,920.7691513799184,861.093343958206,863.0344370231235,1813383,889.6676062185463,883.5168771191436,870.2517629683856,855.6935658069351,32.778200370083276,42.82468828733286,,,2.375006172009215
2021-07-23,887.0740966796875,918.728638196892,883.789141562133,918.728638196892,614666,889.1960590296628,883.8402607155566,870.9114623296132,856.0058098952212,33.06637320537338,39.12159025465434,,,0.7906862885715649
2021-07-26,886.9744873046875,892.8972852386844,866.6180097319382,892.399572147693,613423,888.7921368978491,884.1251904054776,871.5413848776553,856.3139559390964,32.16142684555643,34.02503393967629,,,0.7736404573312423
2021-07-27,912.8058471679688,921.714924021625,881.001967168333,887.9201915745127,947007,893.1582660378708,886.7325228384314,873.1595990851187,856.876064309533,33.30163084658785,32.215753131790244,,,1.1555304412910072
2021-07-28,922.063232421875,927.4385579449284,894.3406383918087,912.8057813597194,740399,898.413714471326,889.9444055278353,875.0773886277366,857.5246928479644,33.274469340792095,31.13829914330871,,,0.8810552924226346
2021-07-29,910.71533203125,928.881857734662,906.335433038718,922.2622500937642,358868,900.650372209494,891.8326715736004,876.4749550357176,858.0539529393404,31.844063388145695,30.338836763072088,,,0.42684516229442415
2021-07-30,918.6788940429688,938.637177848318,907.8287238090804,915.49351794858,720404,903.9282852701258,894.2732372526339,878.1300114673745,858.6571861841527,31.70598214162461,30.582676852519047,,,0.8282119808521304
2021-08-02,952.224609375,964.5679176598333,918.6787974791348,919.0769314765876,1342173,912.7094351073756,899.5415438092126,881.0356819735559,859.5882053203801,33.59706721350113,32.815460578106496,,,1.5985111228396904
2021-08-03,934.4563598632812,961.4822059183164,929.7778444989186,961.4822059183164,572016,916.6634214266311,902.7156179959461,883.130610518251,860.333162082001,33.34470644095401,34.75053980694895,,,0.7128671856535255
2021-08-04,924.6513671875,948.3424972051744,916.5386198314776,942.618796891266,335436,918.1157752013345,904.70977701336,884.7588754856725,860.9731442223542,33.13926256531971,33.83681321161261,,,0.4285715654630622
2021-08-05,911.3126831054688,935.6011066080556,893.89272466271,926.3435943736804,1041009,916.8788493657225,905.3100412035517,885.8002012746842,861.4740351565146,34.28181181598984,29.522767508835063,,,1.2686702220811787
2021-08-06,915.14501953125,932.6645564704838,908.0775180695535,916.9865943881648,636462,916.5636075776366,906.2041301424333,886.9509784612163,862.0080748020345,32.98917536064857,25.78392789976119,,,0.8561717729746192
2021-08-09,924.6513671875,934.1576746880976,912.4573969535217,922.1129819217574,670460,918.0341093248844,907.8811516919848,888.4294250779334,862.6313911441785,31.48398901050555,22.777516512017705,,,0.8921018001439689
2021-08-10,941.4740600585938,959.6903468304648,916.488887477436,928.0855659120244,2198799,922.2959185491952,910.9350524525855,890.5096068418809,863.4158953124811,33.04631838950865,23.526520111226745,,,2.6406198566104817
2021-08-11,896.3812866210938,925.7463593088476,848.1031162700409,916.7875235736008,2959134,917.5841672895403,909.6119828315408,890.7398687940068,863.743909156348,41.08960177604787,24.230832042331112,,,3.152930446350134
2021-08-12,892.5986328125,909.2222615188934,876.0745224178135,901.358370702363,592714,913.0413428391693,908.0653146479916,890.8127615006144,864.0310208345187,40.03068675271882,24.841235715954898,,,0.6346349037633218
2021-08-13,878.8119506835938,899.8652380215608,872.6403571692117,896.381246502672,738531,906.817816992701,905.4059179239555,890.3421414685744,864.1780947633653,38.32324596600286,25.64481768133384,,,0.7783012604473469
