Date,Close,High,Low,Open,Volume,EMA10,EMA21,EMA50,EMA200,ATR14,ADX14,ROC63,RS_score,Volume_ratio
2021-06-21,173.6947479248047,180.67920635513048,157.41223453782663,161.21002581623793,3447628,173.6947479248047,173.6947479248047,173.6947479248047,173.6947479248047,23.26697181730384,0.0,,,
2021-06-22,174.1749267578125,181.55225808394692,168.58736551384953,171.90497250894182,8409697,173.78205316716975,173.7384005459872,173.7135784672756,173.69952582364058,21.893361251009647,13.333333333333334,,,
2021-06-23,173.0399932861328,177.09971864132086,171.33753383089922,175.00437265489472,1440051,173.6471331887994,173.6749089769095,173.68716336213274,173.69296331082955,19.742537725597916,24.888888888888893,,,
2021-06-24,170.15890502929688,174.17497494317294,169.37315859135614,173.56383734457455,588004,173.01290988707166,173.35527225439927,173.54880029025682,173.65779855180935,17.7504415424271,27.29268554413202,,,
2021-06-25,168.6746826171875,173.73841806950253,167.97623405104088,170.59540618274193,769852,172.22414129254724,172.92976410556184,173.3576584207247,173.60821530867878,16.152007205898375,25.76011484348612,,,
2021-06-28,169.72235107421875,171.55577691963657,168.89294921911966,170.46445518350657,528200,171.76927034376024,172.63818110271245,173.2150973483127,173.569549992913,14.382552152105134,24.431886902926344,,,
2021-06-29,170.6826934814453,173.56378508948117,169.2857965436714,169.63502743901313,984355,171.5717109142484,172.46040950077906,173.11578739274927,173.5408250525004,13.035277004599084,26.27160401204077,,,
2021-06-30,167.8452606201172,172.42881130025043,167.01585887569053,170.7263522834174,508204,170.89417449713363,172.04085051162798,172.90910006833232,173.48415276959113,12.01896706059386,23.11322970651505,,,
2021-07-01,171.0319366455078,173.08362683200892,169.24217966105195,170.98829443363212,1142168,170.9192221604744,171.9491310692534,172.83548581645687,173.4597526091525,11.114886947433577,21.40272999087774,,,
2021-07-02,167.88894653320312,171.55578507658714,167.62702663971874,171.46847400482594,489013,170.36826295551597,171.58002338415793,172.64150388378027,173.40432170292416,10.156736479358221,19.878400957210246,,,
2021-07-05,173.6947479248047,176.2702643066279,168.28179530566166,169.02389934260268,1946858,170.97307840447755,171.77227106967126,172.6828075716636,173.4072115160772,9.92001398523376,21.502165787764618,,,
2021-07-06,168.6746826171875,176.0956703236738,168.0635451174836,174.30590003598508,1205903,170.55518826133388,171.49067211944546,172.52562620089986,173.36012167628726,9.668295481361284,22.557184641846383,,,
2021-07-07,168.5437469482422,170.94465498647415,166.92858530289354,169.76602207534947,669705,170.18947165895355,171.22276983115424,172.36947407334466,173.31219754964005,8.914665374990527,21.62222999577999,,,
2021-07-08,165.61895751953125,170.68269222957616,165.00782010941123,168.89292220424178,750533,169.3584690881495,170.7133323482794,172.10474793397944,173.23564789759916,8.482692941013783,19.332782701042174,,,
2021-07-09,165.00784301757812,167.01587763400354,164.57131433234642,166.23011800750754,376971,168.56744616622743,170.1946515000338,171.82643793725782,173.15377919232532,7.677608989099562,17.90163078194623,,,
2021-07-12,166.09918212890625,169.28583653616803,165.05151583897083,165.92457330088362,683257,168.11867088671448,169.82233610265857,171.60183967026364,173.08358419666942,7.224326926364941,17.36043716151553,,,
