date,index_close,trend_regime,relative_leadership,participation_impulse,fwd_return_1d,fwd_return_5d,fwd_return_10d,fwd_return_20d,trend_regime_level,relative_leadership_level,participation_impulse_level,combo_label,market_state
2018-11-20,585.2532870370371,-0.0088045827155499,0.20584821960229,-0.3624588131128106,-0.002406523734461,-0.0033950953967306,0.0075291870700806,0.0371471801026952,LOW,MEDIUM,LOW,LOW Trend + MEDIUM Leadership + LOW Participation,Mixed Terrain
2018-11-21,583.8448611111112,-0.004449110706792,0.2792617571669626,0.1672071307090612,-0.0055555251589303,0.0046499700381781,-0.0037625735971688,0.0370514776367927,LOW,MEDIUM,MEDIUM,LOW Trend + MEDIUM Leadership + MEDIUM Participation,Mixed Terrain
2018-11-22,580.6012962962963,-0.0119984596133514,0.2030209357548111,-0.330118336258587,0.003461688983356,0.0179291296666579,0.0040822939946998,0.0291964237586386,LOW,MEDIUM,LOW,LOW Trend + MEDIUM Leadership + LOW Participation,Mixed Terrain
2018-11-26,582.6111574074074,-0.005134555812251,0.2531203557882182,0.2718129842889889,0.0016472774508695,0.0172627207286226,-0.0151840361730367,0.0176427944405141,LOW,MEDIUM,HIGH,LOW Trend + MEDIUM Leadership + HIGH Participation,Mixed Terrain
2018-11-27,583.5708796296296,0.0003786043671743,0.2550471315688623,0.0371352161337778,-0.00052193031552,0.0195670318697995,-0.0051258491482556,0.016267026498971,LOW,MEDIUM,MEDIUM,LOW Trend + MEDIUM Leadership + MEDIUM Participation,Mixed Terrain
2018-11-28,583.2662962962962,-0.0071584564504435,0.1355109862800754,-0.0259260100700968,0.0056465219177568,0.0109614977975249,0.0176608391186543,0.0207491305350011,LOW,MEDIUM,MEDIUM,LOW Trend + MEDIUM Leadership + MEDIUM Participation,Mixed Terrain
2018-11-29,586.5597222222221,0.0021147566865049,0.2119701745919838,0.1456456339687462,0.0075887413188484,-0.0083736066154734,0.0179998879214882,0.0213988661127464,LOW,MEDIUM,MEDIUM,LOW Trend + MEDIUM Leadership + MEDIUM Participation,Mixed Terrain
2018-11-30,591.0109722222222,0.0154200336011368,0.2337252859961926,0.0446822544996378,0.0028047514628299,-0.0136029466771351,0.0106113684515947,0.017451656323044,MEDIUM,MEDIUM,MEDIUM,MEDIUM Trend + MEDIUM Leadership + MEDIUM Participation,Mixed Terrain
2018-12-03,592.6686111111111,0.0228082876871902,0.2232459530271671,0.3048775847756625,0.0039162163728683,-0.0318961426979444,0.0131533907915875,0.0144250245398207,MEDIUM,MEDIUM,HIGH,MEDIUM Trend + MEDIUM Leadership + HIGH Participation,Mixed Terrain
2018-12-04,594.9896296296296,0.028509125133836,0.1992682794749952,-0.124553509262901,-0.0089579058956518,-0.0242189873212853,0.0101706565691777,0.0022435809649965,MEDIUM,MEDIUM,MEDIUM,MEDIUM Trend + MEDIUM Leadership + MEDIUM Participation,Mixed Terrain
2018-12-05,589.6597685185186,0.0122263145708146,0.0963989749049695,-0.3352090903061565,-0.0135869311328388,0.006626702733709,0.0293966600796393,0.0051943010764758,MEDIUM,LOW,LOW,MEDIUM Trend + LOW Leadership + LOW Participation,Mixed Terrain
2018-12-06,581.6481018518518,-0.0147801382674564,0.016719628359231,-0.4257368291614743,0.0022752238431043,0.0265962006587443,0.0409681970906583,0.0189132110950056,LOW,LOW,LOW,LOW Trend + LOW Leadership + LOW Participation,Mixed Terrain
2018-12-07,582.9714814814815,-0.012111320109418,0.0289172061163449,-0.0190321187273857,-0.0157927330159725,0.0245482435771267,0.0250120233312982,0.0168188457220763,LOW,LOW,MEDIUM,LOW Trend + LOW Leadership + MEDIUM Participation,Mixed Terrain
2018-12-10,573.7647685185185,-0.0366551946611312,-0.0245465659439961,-0.2502660579678632,0.0118773671524148,0.0465337816286339,0.0333329594759885,0.0357294119517137,LOW,LOW,MEDIUM,LOW Trend + LOW Leadership + MEDIUM Participation,Mixed Terrain
2018-12-11,580.5795833333333,-0.0147409624923636,0.0706244947875334,1.1565929372162396,0.022370206528135,0.0352431984673042,0.0215030972801046,0.026199792847489,LOW,LOW,HIGH,LOW Trend + LOW Leadership + HIGH Participation,Mixed Terrain
2018-12-12,593.5672685185185,0.0252440665893335,0.3217561198631207,2.3336524492724124,0.0059815679726149,0.0226200609263529,0.0030346961361127,0.0074182674387195,MEDIUM,MEDIUM,HIGH,MEDIUM Trend + MEDIUM Leadership + HIGH Participation,Mixed Terrain
2018-12-13,597.1177314814814,0.0321431628489038,0.3248145541685052,0.5183746741318113,0.0002757846857392,0.0139996586999755,0.0033388787480104,-0.0018446638299428,MEDIUM,MEDIUM,HIGH,MEDIUM Trend + MEDIUM Leadership + HIGH Participation,Mixed Terrain
2018-12-14,597.2824074074074,0.0337843794989349,0.2847662422601713,-0.7871245996303158,0.005327137575283,0.0004526675606335,0.0067684651934301,-0.0043478564175701,MEDIUM,MEDIUM,LOW,MEDIUM Trend + MEDIUM Leadership + LOW Participation,Mixed Terrain
2018-12-17,600.464212962963,0.0400976598374537,0.3040394150047614,-1.9100241190235596,0.000960676488954,-0.0126138519218194,0.001255124603827,-0.0045759349614307,MEDIUM,MEDIUM,LOW,MEDIUM Trend + MEDIUM Leadership + LOW Participation,Mixed Terrain
2018-12-18,601.0410648148148,0.0437752405573744,0.2910744808685072,0.0664770866787412,0.0099040345659502,-0.0132723414242585,-0.0078472637792744,-0.0070780737157679,MEDIUM,MEDIUM,MEDIUM,MEDIUM Trend + MEDIUM Leadership + MEDIUM Participation,Mixed Terrain
2018-12-19,606.9937962962963,0.0621671383050551,0.3486041452939897,0.5228297400557488,-0.002498576393407,-0.0191521421675401,-0.0235112080131393,-0.0151504843313275,MEDIUM,MEDIUM,HIGH,MEDIUM Trend + MEDIUM Leadership + HIGH Participation,Mixed Terrain
2018-12-20,605.4771759259258,0.0565294499211138,0.3053557816020159,-0.2193604814913013,-0.0130878560963584,-0.0105135932349651,-0.021186993087102,-0.017912792534997,MEDIUM,MEDIUM,MEDIUM,MEDIUM Trend + MEDIUM Leadership + MEDIUM Participation,Mixed Terrain
2018-12-21,597.5527777777778,0.0341671436875983,0.1741865603043505,-0.4138744524483226,-0.0078030454461639,0.0063129399696602,-0.0079932502475374,-0.0073149435118857,MEDIUM,MEDIUM,LOW,MEDIUM Trend + MEDIUM Leadership + LOW Participation,Mixed Terrain
2018-12-24,592.8900462962963,0.0220680122588326,0.1086702574763652,-0.6351393683299671,0.0002931341104173,0.0140461526148008,0.0023191483962152,-0.0005534721829081,MEDIUM,LOW,LOW,MEDIUM Trend + LOW Leadership + LOW Participation,Mixed Terrain
